QueryKey;CityCode;Directions;Cityname;NowTime;Status;Num_routes;directions
3301702 DUQUE DE CAXIAS 2020-06-10 10:01:31 NS;3301702;NS;DUQUE DE CAXIAS;2020-06-10T10:01:31Z;OK;1;NorthSouth
5002704 CAMPO GRANDE 2020-06-10 10:01:33 EW;5002704;EW;CAMPO GRANDE;2020-06-10T10:01:33Z;OK;1;EastWest
5002704 CAMPO GRANDE 2020-06-10 10:01:35 NS;5002704;NS;CAMPO GRANDE;2020-06-10T10:01:35Z;OK;1;NorthSouth
2408102 NATAL 2020-06-10 10:01:36 EW;2408102;EW;NATAL;2020-06-10T10:01:36Z;OK;1;EastWest
2408102 NATAL 2020-06-10 10:01:38 NS;2408102;NS;NATAL;2020-06-10T10:01:38Z;OK;1;NorthSouth
2211001 TERESINA 2020-06-10 10:01:42 EW;2211001;EW;TERESINA;2020-06-10T10:01:42Z;OK;1;EastWest
2211001 TERESINA 2020-06-10 10:01:44 NS;2211001;NS;TERESINA;2020-06-10T10:01:44Z;OK;1;NorthSouth
3548708 SÃO BERNARDO DO CAMPO 2020-06-10 10:01:48 EW;3548708;EW;SÃO BERNARDO DO CAMPO;2020-06-10T10:01:48Z;OK;1;EastWest
3548708 SÃO BERNARDO DO CAMPO 2020-06-10 10:01:50 NS;3548708;NS;SÃO BERNARDO DO CAMPO;2020-06-10T10:01:50Z;OK;1;NorthSouth
3303500 NOVA IGUAÇU 2020-06-10 10:01:51 EW;3303500;EW;NOVA IGUAÇU;2020-06-10T10:01:51Z;OK;1;EastWest
3303500 NOVA IGUAÇU 2020-06-10 10:01:54 NS;3303500;NS;NOVA IGUAÇU;2020-06-10T10:01:54Z;OK;1;NorthSouth
2507507 JOÃO PESSOA 2020-06-10 10:01:55 EW;2507507;EW;JOÃO PESSOA;2020-06-10T10:01:55Z;OK;1;EastWest
2507507 JOÃO PESSOA 2020-06-10 10:01:56 NS;2507507;NS;JOÃO PESSOA;2020-06-10T10:01:56Z;OK;1;NorthSouth
3547809 SANTO ANDRÉ 2020-06-10 10:01:58 EW;3547809;EW;SANTO ANDRÉ;2020-06-10T10:01:58Z;OK;1;EastWest
3547809 SANTO ANDRÉ 2020-06-10 10:02:01 NS;3547809;NS;SANTO ANDRÉ;2020-06-10T10:02:01Z;OK;1;NorthSouth
3549904 SÃO JOSÉ DOS CAMPOS 2020-06-10 10:02:03 EW;3549904;EW;SÃO JOSÉ DOS CAMPOS;2020-06-10T10:02:03Z;OK;1;EastWest
3549904 SÃO JOSÉ DOS CAMPOS 2020-06-10 10:02:05 NS;3549904;NS;SÃO JOSÉ DOS CAMPOS;2020-06-10T10:02:05Z;OK;1;NorthSouth
2607901 JABOATÃO DOS GUARARAPES 2020-06-10 10:02:07 EW;2607901;EW;JABOATÃO DOS GUARARAPES;2020-06-10T10:02:07Z;OK;1;EastWest
2607901 JABOATÃO DOS GUARARAPES 2020-06-10 10:02:10 NS;2607901;NS;JABOATÃO DOS GUARARAPES;2020-06-10T10:02:10Z;OK;1;NorthSouth
3534401 OSASCO 2020-06-10 10:02:13 EW;3534401;EW;OSASCO;2020-06-10T10:02:13Z;OK;1;EastWest
3534401 OSASCO 2020-06-10 10:02:14 NS;3534401;NS;OSASCO;2020-06-10T10:02:14Z;OK;1;NorthSouth
3543402 RIBEIRÃO PRETO 2020-06-10 10:02:16 EW;3543402;EW;RIBEIRÃO PRETO;2020-06-10T10:02:16Z;OK;1;EastWest
3543402 RIBEIRÃO PRETO 2020-06-10 10:02:18 NS;3543402;NS;RIBEIRÃO PRETO;2020-06-10T10:02:18Z;OK;1;NorthSouth
3170206 UBERLÂNDIA 2020-06-10 10:02:20 EW;3170206;EW;UBERLÂNDIA;2020-06-10T10:02:20Z;OK;1;EastWest
3170206 UBERLÂNDIA 2020-06-10 10:02:24 NS;3170206;NS;UBERLÂNDIA;2020-06-10T10:02:24Z;OK;1;NorthSouth
3552205 SOROCABA 2020-06-10 10:02:25 EW;3552205;EW;SOROCABA;2020-06-10T10:02:25Z;OK;1;EastWest
3552205 SOROCABA 2020-06-10 10:02:27 NS;3552205;NS;SOROCABA;2020-06-10T10:02:27Z;OK;1;NorthSouth
3118601 CONTAGEM 2020-06-10 10:02:29 EW;3118601;EW;CONTAGEM;2020-06-10T10:02:29Z;OK;1;EastWest
3118601 CONTAGEM 2020-06-10 10:02:31 NS;3118601;NS;CONTAGEM;2020-06-10T10:02:31Z;OK;1;NorthSouth
2800308 ARACAJU 2020-06-10 10:02:33 EW;2800308;EW;ARACAJU;2020-06-10T10:02:33Z;OK;1;EastWest
2800308 ARACAJU 2020-06-10 10:02:35 NS;2800308;NS;ARACAJU;2020-06-10T10:02:35Z;OK;1;NorthSouth
2910800 FEIRA DE SANTANA 2020-06-10 10:02:37 EW;2910800;EW;FEIRA DE SANTANA;2020-06-10T10:02:37Z;OK;1;EastWest
2910800 FEIRA DE SANTANA 2020-06-10 10:02:39 NS;2910800;NS;FEIRA DE SANTANA;2020-06-10T10:02:39Z;OK;1;NorthSouth
5103403 CUIABÁ 2020-06-10 10:02:41 EW;5103403;EW;CUIABÁ;2020-06-10T10:02:41Z;OK;1;EastWest
5103403 CUIABÁ 2020-06-10 10:02:42 NS;5103403;NS;CUIABÁ;2020-06-10T10:02:42Z;OK;1;NorthSouth
4209102 JOINVILLE 2020-06-10 10:02:44 EW;4209102;EW;JOINVILLE;2020-06-10T10:02:44Z;OK;1;EastWest
4209102 JOINVILLE 2020-06-10 10:02:47 NS;4209102;NS;JOINVILLE;2020-06-10T10:02:47Z;OK;1;NorthSouth
5201405 APARECIDA DE GOIÂNIA 2020-06-10 10:02:49 EW;5201405;EW;APARECIDA DE GOIÂNIA;2020-06-10T10:02:49Z;OK;1;EastWest
5201405 APARECIDA DE GOIÂNIA 2020-06-10 10:02:51 NS;5201405;NS;APARECIDA DE GOIÂNIA;2020-06-10T10:02:51Z;OK;1;NorthSouth
3136702 JUIZ DE FORA 2020-06-10 10:02:55 EW;3136702;EW;JUIZ DE FORA;2020-06-10T10:02:55Z;OK;1;EastWest
3136702 JUIZ DE FORA 2020-06-10 10:02:56 NS;3136702;NS;JUIZ DE FORA;2020-06-10T10:02:56Z;OK;1;NorthSouth
4113700 LONDRINA 2020-06-10 10:02:57 EW;4113700;EW;LONDRINA;2020-06-10T10:02:57Z;OK;1;EastWest
4113700 LONDRINA 2020-06-10 10:02:59 NS;4113700;NS;LONDRINA;2020-06-10T10:02:59Z;OK;1;NorthSouth
1500800 ANANINDEUA 2020-06-10 10:03:02 EW;1500800;EW;ANANINDEUA;2020-06-10T10:03:02Z;OK;1;EastWest
1500800 ANANINDEUA 2020-06-10 10:03:04 NS;1500800;NS;ANANINDEUA;2020-06-10T10:03:04Z;OK;1;NorthSouth
1100205 PORTO VELHO 2020-06-10 10:03:05 EW;1100205;EW;PORTO VELHO;2020-06-10T10:03:05Z;OK;1;EastWest
1100205 PORTO VELHO 2020-06-10 10:03:08 NS;1100205;NS;PORTO VELHO;2020-06-10T10:03:08Z;OK;1;NorthSouth
3303302 NITERÓI 2020-06-10 10:03:10 EW;3303302;EW;NITERÓI;2020-06-10T10:03:10Z;OK;1;EastWest
3303302 NITERÓI 2020-06-10 10:03:11 NS;3303302;NS;NITERÓI;2020-06-10T10:03:11Z;OK;1;NorthSouth
3300456 BELFORD ROXO 2020-06-10 10:03:14 EW;3300456;EW;BELFORD ROXO;2020-06-10T10:03:14Z;OK;1;EastWest
3300456 BELFORD ROXO 2020-06-10 10:03:15 NS;3300456;NS;BELFORD ROXO;2020-06-10T10:03:15Z;OK;1;NorthSouth
3205002 SERRA 2020-06-10 10:03:18 EW;3205002;EW;SERRA;2020-06-10T10:03:18Z;OK;1;EastWest
3205002 SERRA 2020-06-10 10:03:21 NS;3205002;NS;SERRA;2020-06-10T10:03:21Z;OK;1;NorthSouth
4305108 CAXIAS DO SUL 2020-06-10 10:03:24 EW;4305108;EW;CAXIAS DO SUL;2020-06-10T10:03:24Z;OK;1;EastWest
4305108 CAXIAS DO SUL 2020-06-10 10:03:26 NS;4305108;NS;CAXIAS DO SUL;2020-06-10T10:03:26Z;OK;1;NorthSouth
3301009 CAMPOS DOS GOYTACAZES 2020-06-10 10:03:27 EW;3301009;EW;CAMPOS DOS GOYTACAZES;2020-06-10T10:03:27Z;OK;1;EastWest
3301009 CAMPOS DOS GOYTACAZES 2020-06-10 10:03:31 NS;3301009;NS;CAMPOS DOS GOYTACAZES;2020-06-10T10:03:31Z;OK;1;NorthSouth
1600303 MACAPÁ 2020-06-10 10:03:33 EW;1600303;EW;MACAPÁ;2020-06-10T10:03:33Z;OK;1;EastWest
1600303 MACAPÁ 2020-06-10 10:03:35 NS;1600303;NS;MACAPÁ;2020-06-10T10:03:35Z;OK;1;NorthSouth
4205407 FLORIANÓPOLIS 2020-06-10 10:03:38 EW;4205407;EW;FLORIANÓPOLIS;2020-06-10T10:03:38Z;OK;1;EastWest
4205407 FLORIANÓPOLIS 2020-06-10 10:03:40 NS;4205407;NS;FLORIANÓPOLIS;2020-06-10T10:03:40Z;OK;1;NorthSouth
3205200 VILA VELHA 2020-06-10 10:03:41 EW;3205200;EW;VILA VELHA;2020-06-10T10:03:41Z;OK;1;EastWest
3205200 VILA VELHA 2020-06-10 10:03:45 NS;3205200;NS;VILA VELHA;2020-06-10T10:03:45Z;OK;1;NorthSouth
3305109 SÃO JOÃO DE MERITI 2020-06-10 10:03:48 EW;3305109;EW;SÃO JOÃO DE MERITI;2020-06-10T10:03:48Z;OK;1;EastWest
3305109 SÃO JOÃO DE MERITI 2020-06-10 10:03:51 NS;3305109;NS;SÃO JOÃO DE MERITI;2020-06-10T10:03:51Z;OK;1;NorthSouth
